group,names,scores,logfoldchanges,pvals,pvals_adj
0,AC079943.2,0.1051172,-0.5100497,0.9162828098695527,0.9999372934414194
0,AC123777.1,0.103412844,-0.52615124,0.9176353159769411,0.9999372934414194
0,AC005522.1,0.10231379,-0.50887644,0.9185076134994509,0.9999372934414194
0,LINC02227,0.10177476,-0.516182,0.9189354600396659,0.9999372934414194
0,FAP,0.10063085,-0.535357,0.9198435088292084,0.9999372934414194
0,AC116667.2,0.09897215,-0.6614949,0.9211603809806734,0.9999372934414194
0,AC016931.1,0.098531924,-0.59274703,0.9215099258890842,0.9999372934414194
0,LINC02405,0.096954845,-0.5168162,0.9227622515903792,0.9999372934414194
0,AC093151.8,0.09678716,-0.4776761,0.9228954207778511,0.9999372934414194
0,LINC02223,0.09530464,-0.49017453,0.9240728583520357,0.9999372934414194
0,ACADL,0.09415325,-0.5888883,0.9249874208995403,0.9999372934414194
0,AL157388.1,0.092634164,-0.50178224,0.9261942044109577,0.9999372934414194
0,SCGB3A2,0.09161409,-0.5979496,0.9270046536537399,0.9999372934414194
0,EDIL3,0.09124417,-0.59685206,0.9272985786435535,0.9999372934414194
0,AC113133.1,0.09117629,-0.5267591,0.9273525168037623,0.9999372934414194
0,IGFL2-AS1,0.09117629,-0.5410039,0.9273525168037623,0.9999372934414194
0,AC018926.1,0.091173865,-0.51731116,0.9273544431728028,0.9999372934414194
0,AC073114.1,0.09068272,-0.6012195,0.927744702199414,0.9999372934414194
0,CLRN3,0.09021481,-0.71549743,0.9281165159440032,0.9999372934414194
0,AC099517.1,0.087494835,-0.48899165,0.9302781922507971,0.9999372934414194
0,LINC00498,0.086976014,-1.0865415,0.9306905801240395,0.9999372934414194
0,PEG3,0.08285675,-0.6315225,0.9339654434774752,0.9999372934414194
0,AC004870.4,0.08224176,-0.4251473,0.9344544653490576,0.9999372934414194
0,SFRP2,0.08101723,-0.6177921,0.9354282449878477,0.9999372934414194
0,AC007391.3,0.07917772,-0.5637576,0.9368912645192158,0.9999372934414194
0,TMEM78,0.077338204,-0.55477,0.9383544971527599,0.9999372934414194
0,AL359555.4,0.07619833,-0.49913943,0.939261307977812,0.9999372934414194
