gene,score,logfoldchange,pval,pval_adj,pct_nz_group,subtype
PAK2,1.9257268,0.16911992,0.05413850639055556,1.0,0.5270655270655271,Cytotoxic T/NK
RNGTT,1.9231712,0.17059843,0.05445855330934654,1.0,0.6746438746438747,Cytotoxic T/NK
AIDA,1.9226909,0.3488677,0.054518888386027385,1.0,0.19772079772079773,Cytotoxic T/NK
RIC8B,1.9202507,0.2639632,0.054826252327621644,1.0,0.2660968660968661,Cytotoxic T/NK
LANCL1,1.9194628,0.25393093,0.05492578807775672,1.0,0.2797720797720798,Cytotoxic T/NK
TRIP11,1.9176375,0.20792311,0.05515699882003206,1.0,0.29971509971509974,Cytotoxic T/NK
PCMT1,1.9174069,0.2870562,0.05518626201778397,1.0,0.22792022792022792,Cytotoxic T/NK
LNPEP,1.9146016,0.15573551,0.05554333530561284,1.0,0.7344729344729345,Cytotoxic T/NK
SHISA5,1.9139483,0.37562054,0.0556267651398153,1.0,0.16524216524216523,Cytotoxic T/NK
SH2D1A,1.9122958,0.28335062,0.055838259690446694,1.0,0.22507122507122507,Cytotoxic T/NK
IKZF1,1.9090871,0.13708243,0.05625086592460772,1.0,0.9082621082621083,Cytotoxic T/NK
LAMTOR5-AS1,1.9086066,0.2849968,0.05631285122959722,1.0,0.2227920227920228,Cytotoxic T/NK
AC006369.1,1.9086066,0.23762879,0.05631285122959722,1.0,0.26837606837606837,Cytotoxic T/NK
WIPF1,1.9083184,0.12702286,0.05635006970075106,1.0,0.8700854700854701,Cytotoxic T/NK
GNAI2,1.907742,0.18843885,0.05642456807954121,1.0,0.4028490028490028,Cytotoxic T/NK
CD38,1.9056476,0.70437986,0.05669593596347676,1.0,0.10997150997150996,Cytotoxic T/NK
LEF1,1.9033419,0.19020809,0.05699594475284804,1.0,0.4284900284900285,Cytotoxic T/NK
TYMP,1.9023812,0.41261563,0.05712133761294746,1.0,0.16353276353276353,Cytotoxic T/NK
OSTF1,1.9020929,0.2599568,0.05715900018719546,1.0,0.23703703703703705,Cytotoxic T/NK
SLAIN2,1.9014205,0.18714763,0.057246959857780846,1.0,0.3595441595441595,Cytotoxic T/NK
BCL9L,1.9005558,0.27896768,0.05736021625288607,1.0,0.22735042735042735,Cytotoxic T/NK
SLA,1.8997873,0.18365741,0.05746104497097222,1.0,0.42905982905982903,Cytotoxic T/NK
CCND3,1.8993453,0.15059717,0.057519088187122286,1.0,0.8381766381766381,Cytotoxic T/NK
SLAMF7,1.8988073,0.24811395,0.057589815282908643,1.0,0.2706552706552707,Cytotoxic T/NK
CDR2,1.8974047,0.17295602,0.05777455097627054,1.0,0.49344729344729343,Cytotoxic T/NK
TAF15,1.8973278,0.16263612,0.05778468769841786,1.0,0.5908831908831909,Cytotoxic T/NK
FAM193A,1.896982,0.15129505,0.05783032124413325,1.0,0.3766381766381766,Cytotoxic T/NK
SLF2,1.8957907,0.21298896,0.057987732788782505,1.0,0.2905982905982906,Cytotoxic T/NK
HCG17,1.895022,0.333921,0.0580894774663917,1.0,0.21082621082621084,Cytotoxic T/NK
DNAJC13,1.8915827,0.20113117,0.058546603783552455,1.0,0.3071225071225071,Cytotoxic T/NK
PELI2,1.8907757,0.23511572,0.05865429413138349,1.0,0.29971509971509974,Cytotoxic T/NK
GBP1,1.8907757,0.43455553,0.05865429413138349,1.0,0.15726495726495726,Cytotoxic T/NK
ANO10,1.889911,0.43560332,0.05876985913699081,1.0,0.1544159544159544,Cytotoxic T/NK
YPEL3,1.8898726,0.45714486,0.05877499974449029,1.0,0.13675213675213677,Cytotoxic T/NK
SETX,1.8897189,0.15061608,0.05879556590821664,1.0,0.6393162393162393,Cytotoxic T/NK
ACER3,1.8891617,0.30762753,0.05887016834737717,1.0,0.2091168091168091,Cytotoxic T/NK
ENOX2,1.8887198,0.2693081,0.0589293916665296,1.0,0.23874643874643875,Cytotoxic T/NK
RNF220,1.8886237,0.6164644,0.05894227284403753,1.0,0.1150997150997151,Cytotoxic T/NK
CYFIP2,1.8882586,0.15969385,0.05899124263848019,1.0,0.7794871794871795,Cytotoxic T/NK
TCHP,1.8873556,0.26585826,0.05911252356693734,1.0,0.24615384615384617,Cytotoxic T/NK
SF3B3,1.8872018,0.26447016,0.05913318772704284,1.0,0.249002849002849,Cytotoxic T/NK
POGZ,1.8859336,0.22203673,0.059303895924292485,1.0,0.33105413105413106,Cytotoxic T/NK
CELF1,1.885876,0.1515462,0.059311665094830136,1.0,0.6472934472934473,Cytotoxic T/NK
MTMR9,1.8842812,0.26386163,0.05952694731668887,1.0,0.25925925925925924,Cytotoxic T/NK
CARMIL1,1.883897,0.44343042,0.05957891936876074,1.0,0.14245014245014245,Cytotoxic T/NK
COMMD1,1.883359,0.15859094,0.059651743480058916,1.0,0.4239316239316239,Cytotoxic T/NK
SRGAP2C,1.8812069,0.35092768,0.059943778729784375,1.0,0.17663817663817663,Cytotoxic T/NK
ABL2,1.8810147,0.2807963,0.05996991086383082,1.0,0.22336182336182336,Cytotoxic T/NK
SLAMF6,1.8788052,0.19290784,0.06027110999179109,1.0,0.35384615384615387,Cytotoxic T/NK
ZDHHC17,1.8778636,0.18406582,0.0603998274891514,1.0,0.4170940170940171,Cytotoxic T/NK
RTN4,1.8774216,0.16430007,0.060460324438843804,1.0,0.4689458689458689,Cytotoxic T/NK
XPOT,1.8736941,0.45687106,0.060972604051886856,1.0,0.14814814814814814,Cytotoxic T/NK
IRAK4,1.873598,0.25386563,0.060985854519202486,1.0,0.2472934472934473,Cytotoxic T/NK
VWA8,1.8724451,0.15992142,0.061145046268621134,1.0,0.6410256410256411,Cytotoxic T/NK
MAP2K5,1.8721569,0.16672687,0.061184897937531145,1.0,0.5156695156695157,Cytotoxic T/NK
ZDHHC2,1.8712155,0.32155046,0.06131522999493975,1.0,0.203988603988604,Cytotoxic T/NK
CBR4,1.8702546,0.25191972,0.06144845879170538,1.0,0.2438746438746439,Cytotoxic T/NK
NSRP1,1.8696975,0.20644762,0.06152584125870045,1.0,0.3658119658119658,Cytotoxic T/NK
BOD1L1,1.8694861,0.17056413,0.061555214326160776,1.0,0.48547008547008547,Cytotoxic T/NK
NFX1,1.8687944,0.18048841,0.061651425546250575,1.0,0.35555555555555557,Cytotoxic T/NK
PRKD2,1.868045,0.29060125,0.0617557948108922,1.0,0.22507122507122507,Cytotoxic T/NK
PIGK,1.8653166,0.36003068,0.06213704234053986,1.0,0.17037037037037037,Cytotoxic T/NK
TRPS1,1.8640677,0.16048878,0.062312205648539135,1.0,0.5846153846153846,Cytotoxic T/NK
TUG1,1.8639139,0.23718582,0.06233379241260726,1.0,0.2512820512820513,Cytotoxic T/NK
ELMOD2,1.8627226,0.4243678,0.06250129966625961,1.0,0.15213675213675212,Cytotoxic T/NK
WDR82,1.8622999,0.18298957,0.06256082714174857,1.0,0.3925925925925926,Cytotoxic T/NK
AC119396.1,1.8590719,0.30667424,0.06301694838632672,1.0,0.21367521367521367,Cytotoxic T/NK
POLA1,1.85863,0.32673025,0.06307960695742486,1.0,0.21310541310541312,Cytotoxic T/NK
STX7,1.8584378,0.24424128,0.06310686587227399,1.0,0.26894586894586897,Cytotoxic T/NK
NSUN2,1.8569007,0.31008852,0.06332528787909557,1.0,0.19886039886039886,Cytotoxic T/NK
PARP12,1.8569007,0.21818916,0.06332528787909557,1.0,0.30427350427350425,Cytotoxic T/NK
IFNAR1,1.8554404,0.29669785,0.0635333670623281,1.0,0.2091168091168091,Cytotoxic T/NK
TAF2,1.8552866,0.16461058,0.06355530295646403,1.0,0.44045584045584046,Cytotoxic T/NK
PCED1B-AS1,1.8537303,0.20101179,0.06377775648094675,1.0,0.40056980056980057,Cytotoxic T/NK
MGA,1.8535957,0.18201305,0.06379701101289749,1.0,0.40911680911680914,Cytotoxic T/NK
DOCK10,1.8533652,0.11572149,0.06383002995198947,1.0,0.9452991452991453,Cytotoxic T/NK
DLGAP4,1.8528464,0.47867227,0.0639043741728384,1.0,0.13333333333333333,Cytotoxic T/NK
SF1,1.8526158,0.1543366,0.06393743899545509,1.0,0.5384615384615384,Cytotoxic T/NK
DEK,1.8516743,0.17800744,0.0640726003510772,1.0,0.4324786324786325,Cytotoxic T/NK
DDX39B,1.8501564,0.1971151,0.06429101031343358,1.0,0.36011396011396013,Cytotoxic T/NK
ACBD5,1.8487922,0.23257443,0.0644878268717372,1.0,0.2923076923076923,Cytotoxic T/NK
GIMAP1,1.8467939,0.45468268,0.06477701903496264,1.0,0.14017094017094017,Cytotoxic T/NK
ATP11C,1.8460637,0.18679793,0.06488295196695221,1.0,0.30826210826210826,Cytotoxic T/NK
GIMAP5,1.8459868,0.28443176,0.06489411111130405,1.0,0.22962962962962963,Cytotoxic T/NK
ATP6V1C1,1.8423554,0.56515247,0.06542318834519736,1.0,0.11908831908831909,Cytotoxic T/NK
SERPINB1,1.8423362,0.37558803,0.06542599712657242,1.0,0.17663817663817663,Cytotoxic T/NK
RFX7,1.839723,0.15590033,0.06580891873369889,1.0,0.6444444444444445,Cytotoxic T/NK
CSK,1.8392042,0.24298118,0.06588515927769613,1.0,0.24615384615384617,Cytotoxic T/NK
CDS2,1.8378592,0.27308822,0.0660831590110541,1.0,0.2518518518518518,Cytotoxic T/NK
PARP8,1.8340931,0.13786258,0.06664016804447839,1.0,0.9709401709401709,Cytotoxic T/NK
MBTD1,1.8334014,0.17530216,0.06674289494915531,1.0,0.41082621082621085,Cytotoxic T/NK
ZNF160,1.8333246,0.36287585,0.06675431709451204,1.0,0.17435897435897435,Cytotoxic T/NK
TRIP4,1.8287516,0.27333587,0.06743683732824247,1.0,0.22678062678062677,Cytotoxic T/NK
AP3B1,1.8269838,0.14117093,0.06770220289975205,1.0,0.7794871794871795,Cytotoxic T/NK
SLC20A2,1.8261192,0.1764012,0.06783231378130339,1.0,0.36353276353276354,Cytotoxic T/NK
TRPM7,1.8247166,0.14212507,0.06804381994070685,1.0,0.625071225071225,Cytotoxic T/NK
HLA-E,1.8244475,0.122468784,0.06808444467944101,1.0,0.90997150997151,Cytotoxic T/NK
ATXN2,1.8244091,0.18188462,0.06809024984136122,1.0,0.36695156695156694,Cytotoxic T/NK
PHF11,1.8230064,0.19379897,0.06830241696313638,1.0,0.3037037037037037,Cytotoxic T/NK
SCFD1,1.8220842,0.16409224,0.06844222007234023,1.0,0.6159544159544159,Cytotoxic T/NK
TPST2,1.8209505,0.16296303,0.06861438356100465,1.0,0.38746438746438744,Cytotoxic T/NK
XIAP,1.8202204,0.21783864,0.0687254568473161,1.0,0.30142450142450145,Cytotoxic T/NK
ASAH1,1.8173766,0.50390375,0.06915946735405652,1.0,0.13447293447293449,Cytotoxic T/NK
SPPL3,1.8160701,0.15439439,0.06935963108772081,1.0,0.562962962962963,Cytotoxic T/NK
ANKRD11,1.815263,0.14419876,0.06948349913372742,1.0,0.8490028490028491,Cytotoxic T/NK
SDAD1,1.8151478,0.29222602,0.06950120938827721,1.0,0.21937321937321938,Cytotoxic T/NK
MIB1,1.8145521,0.19784942,0.06959277142822964,1.0,0.3264957264957265,Cytotoxic T/NK
MAP4,1.8142446,0.15272415,0.06964006799179445,1.0,0.5264957264957265,Cytotoxic T/NK
RAB27A,1.8142062,0.16417219,0.06964598191738201,1.0,0.6022792022792023,Cytotoxic T/NK
PPM1L,1.8137258,0.29981315,0.06971994078323933,1.0,0.22792022792022792,Cytotoxic T/NK
PPP1CA,1.81338,0.32376596,0.06977323108060715,1.0,0.20626780626780628,Cytotoxic T/NK
FBXW11,1.8131495,0.1770552,0.06980877651840335,1.0,0.41253561253561255,Cytotoxic T/NK
RPS3,1.8127075,0.13417059,0.06987694682300437,1.0,0.6159544159544159,Cytotoxic T/NK
BNIP2,1.8119197,0.20172566,0.06999860331762767,1.0,0.32364672364672364,Cytotoxic T/NK
CPQ,1.8109782,0.2035208,0.07014422562780319,1.0,0.3578347578347578,Cytotoxic T/NK
CCDC85B,1.8099599,0.3880023,0.07030201524446468,1.0,0.1658119658119658,Cytotoxic T/NK
DTHD1,1.8099214,0.26311946,0.07030797526710801,1.0,0.30826210826210826,Cytotoxic T/NK
RAB7A,1.8079423,0.14455472,0.07061547731286995,1.0,0.5008547008547009,Cytotoxic T/NK
CD164,1.8053292,0.18448214,0.07102318840050914,1.0,0.3418803418803419,Cytotoxic T/NK
RSAD2,1.8042147,0.8611545,0.07119765125851549,1.0,0.08433048433048433,Cytotoxic T/NK
PSME1,1.8037728,0.35328892,0.07126693201057928,1.0,0.18632478632478633,Cytotoxic T/NK
MACF1,1.8031963,0.12991987,0.07135738124339072,1.0,0.9014245014245015,Cytotoxic T/NK
LAMP2,1.8014863,0.404956,0.07162626768902271,1.0,0.15840455840455842,Cytotoxic T/NK
UBA52,1.7991037,0.17050073,0.07200227955779288,1.0,0.4689458689458689,Cytotoxic T/NK
KMT2D,1.7990844,0.23500165,0.07200531847074043,1.0,0.20968660968660968,Cytotoxic T/NK
HMG20A,1.7988347,0.36912856,0.0720448338997096,1.0,0.17321937321937322,Cytotoxic T/NK
STAT6,1.7987194,0.29742503,0.0720630777794964,1.0,0.20968660968660968,Cytotoxic T/NK
MT-ND6,1.7972591,0.18736385,0.07229449459674764,1.0,0.4222222222222222,Cytotoxic T/NK
BRD7,1.7944539,0.19432677,0.07274076576992526,1.0,0.3834757834757835,Cytotoxic T/NK
EVI2B,1.7932241,0.2985317,0.07293710104422066,1.0,0.19544159544159545,Cytotoxic T/NK
BTN2A1,1.7921288,0.39398444,0.07311232704063515,1.0,0.15156695156695157,Cytotoxic T/NK
TRAK2,1.7917446,0.27062047,0.0731738914125704,1.0,0.23646723646723647,Cytotoxic T/NK
KHDRBS1,1.7915524,0.17235672,0.07320468949898283,1.0,0.44045584045584046,Cytotoxic T/NK
MDM2,1.7888625,0.17055678,0.07363697723520132,1.0,0.3732193732193732,Cytotoxic T/NK
ORC5,1.7878824,0.25815424,0.07379497128325502,1.0,0.24216524216524216,Cytotoxic T/NK
PREX1,1.7877864,0.1634137,0.0738104758027337,1.0,0.6415954415954416,Cytotoxic T/NK
NSUN3,1.7871523,0.22848609,0.07391287243978922,1.0,0.26267806267806265,Cytotoxic T/NK
ARHGDIB,1.7859033,0.14240296,0.07411490243060671,1.0,0.5965811965811966,Cytotoxic T/NK
RALGAPB,1.7815225,0.16935052,0.07482713255990527,1.0,0.45185185185185184,Cytotoxic T/NK
KLHL28,1.7780831,0.19957046,0.07539020454946721,1.0,0.3225071225071225,Cytotoxic T/NK
ERN1,1.777795,0.15780284,0.07543754600165137,1.0,0.5715099715099715,Cytotoxic T/NK
BZW1,1.7774875,0.19045398,0.07548807029459814,1.0,0.36011396011396013,Cytotoxic T/NK
NUCB2,1.7755468,0.26861507,0.07580764271235896,1.0,0.2074074074074074,Cytotoxic T/NK
CMC1,1.7754892,0.16963188,0.07581715181820058,1.0,0.39658119658119656,Cytotoxic T/NK
PPP6R3,1.7743747,0.1378908,0.07600118591230277,1.0,0.796011396011396,Cytotoxic T/NK
FAM13B,1.7740865,0.14849526,0.07604884020345504,1.0,0.539031339031339,Cytotoxic T/NK
DPYD-AS1,1.7739136,0.5242919,0.07607744447657135,1.0,0.11396011396011396,Cytotoxic T/NK
TCF7,1.7736254,0.15761882,0.07612513776836896,1.0,0.5225071225071225,Cytotoxic T/NK
ADD1,1.773587,0.15600325,0.07613149871628865,1.0,0.4774928774928775,Cytotoxic T/NK
GCH1,1.7722228,0.31291422,0.07635759340847124,1.0,0.19715099715099715,Cytotoxic T/NK
NDUFS4,1.7718768,0.19148673,0.07641500011705171,1.0,0.36182336182336183,Cytotoxic T/NK
PSMA6,1.7699939,0.24140988,0.07672816549406168,1.0,0.249002849002849,Cytotoxic T/NK
ARMH3,1.7699554,0.15118437,0.07673456750219312,1.0,0.47977207977207975,Cytotoxic T/NK
SMARCC2,1.7672269,0.31498882,0.07719022432387583,1.0,0.17777777777777778,Cytotoxic T/NK
ST13,1.765882,0.33288392,0.07741565387363615,1.0,0.15840455840455842,Cytotoxic T/NK
BICRAL,1.7657666,0.171429,0.07743500133741892,1.0,0.4433048433048433,Cytotoxic T/NK
C19orf25,1.7642871,0.48576623,0.07768364361620912,1.0,0.12478632478632479,Cytotoxic T/NK
EYA3,1.7638068,0.261555,0.07776451132500091,1.0,0.2774928774928775,Cytotoxic T/NK
UST,1.763288,0.18843049,0.07785192544170806,1.0,0.31965811965811963,Cytotoxic T/NK
TMEM104,1.7620199,0.49496713,0.07806594128791183,1.0,0.11452991452991453,Cytotoxic T/NK
ZNF43,1.7609247,0.27044266,0.07825115840750138,1.0,0.20968660968660968,Cytotoxic T/NK
SLC7A6,1.7606556,0.2857682,0.07829670500887578,1.0,0.19487179487179487,Cytotoxic T/NK
ZNF780B,1.7603866,0.36967418,0.07834227318712483,1.0,0.1606837606837607,Cytotoxic T/NK
ST6GAL1,1.7587534,0.12795876,0.07861940071357613,1.0,0.7230769230769231,Cytotoxic T/NK
INTS10,1.7570049,0.3243588,0.07891697379317418,1.0,0.19145299145299147,Cytotoxic T/NK
EXT1,1.756659,0.25944823,0.07897594280684378,1.0,0.23532763532763531,Cytotoxic T/NK
MYO1G,1.7548913,0.1703694,0.0792778999940891,1.0,0.35384615384615387,Cytotoxic T/NK
GLMN,1.7545455,0.18987826,0.07933708824724955,1.0,0.2928774928774929,Cytotoxic T/NK
SETDB2,1.7536039,0.2319334,0.07949839389165121,1.0,0.22905982905982905,Cytotoxic T/NK
UBXN4,1.753527,0.1513518,0.0795115734626395,1.0,0.5373219373219373,Cytotoxic T/NK
FRS2,1.7504528,0.18267858,0.08004021463711185,1.0,0.3572649572649573,Cytotoxic T/NK
DMTF1,1.7497034,0.14440078,0.08016950291770619,1.0,0.5162393162393163,Cytotoxic T/NK
ABHD17A,1.7487619,0.21331103,0.08033218250482806,1.0,0.2729344729344729,Cytotoxic T/NK
CX3CR1,1.7484736,0.3709875,0.08038203595592937,1.0,0.16638176638176638,Cytotoxic T/NK
CD300A,1.7472632,0.38476574,0.08059169496296147,1.0,0.15669515669515668,Cytotoxic T/NK
MBTPS1,1.7453418,0.18109497,0.0809253988308968,1.0,0.34985754985754985,Cytotoxic T/NK
ADARB1,1.7451304,0.25355858,0.08096217464636868,1.0,0.2358974358974359,Cytotoxic T/NK
IFIT3,1.7447461,3.4384027,0.08102907452669948,1.0,0.039886039886039885,Cytotoxic T/NK
RPL4,1.7446692,0.16888382,0.08104245988657315,1.0,0.5207977207977208,Cytotoxic T/NK
LCK,1.74465,0.18296964,0.08104580650700081,1.0,0.45925925925925926,Cytotoxic T/NK
TBC1D19,1.7432666,0.17427953,0.08128705816689684,1.0,0.3396011396011396,Cytotoxic T/NK
PLAC8,1.74294,0.18440796,0.08134410533768807,1.0,0.37435897435897436,Cytotoxic T/NK
SERINC1,1.7428823,0.14922601,0.08135417585752641,1.0,0.535042735042735,Cytotoxic T/NK
NIPAL3,1.7424595,0.2384058,0.08142805725653748,1.0,0.2564102564102564,Cytotoxic T/NK
CASP8,1.74196,0.15010154,0.08151544182471354,1.0,0.5692307692307692,Cytotoxic T/NK
ARID1A,1.7401539,0.14786255,0.0818320057095877,1.0,0.5555555555555556,Cytotoxic T/NK
TTC39C,1.7397312,0.141972,0.081906238959016,1.0,0.6615384615384615,Cytotoxic T/NK
HIBCH,1.7393852,0.1789069,0.08196701587348834,1.0,0.3418803418803419,Cytotoxic T/NK
UXS1,1.7379442,0.210773,0.08222064685604058,1.0,0.26096866096866095,Cytotoxic T/NK
USP28,1.737656,0.1629116,0.08227144934081267,1.0,0.37207977207977205,Cytotoxic T/NK
CBL,1.7369834,0.18724194,0.08239008745622256,1.0,0.30427350427350425,Cytotoxic T/NK
SNTB1,1.7342551,0.14983656,0.08287284291063682,1.0,0.5766381766381766,Cytotoxic T/NK
MLXIP,1.7339476,0.2524932,0.08292738129098938,1.0,0.21367521367521367,Cytotoxic T/NK
TDRD3,1.7338516,0.16797593,0.08294443049812851,1.0,0.4358974358974359,Cytotoxic T/NK
MARK2,1.7334288,0.23821515,0.08301948075541461,1.0,0.24786324786324787,Cytotoxic T/NK
RHBDD1,1.7322375,0.2150618,0.08323128209398903,1.0,0.2774928774928775,Cytotoxic T/NK
FGL2,1.7311423,0.363358,0.08342638868682319,1.0,0.16467236467236468,Cytotoxic T/NK
ERGIC1,1.7306427,0.25596032,0.08351550761585844,1.0,0.22905982905982905,Cytotoxic T/NK
LINC00342,1.7305274,0.16144474,0.08353608446782006,1.0,0.47806267806267805,Cytotoxic T/NK
BTBD11,1.7305082,0.2359704,0.0835395143422902,1.0,0.31225071225071227,Cytotoxic T/NK
SETD3,1.7300663,0.20447972,0.08361843293736963,1.0,0.23931623931623933,Cytotoxic T/NK
MRPS5,1.7295091,0.34071523,0.08371802503158084,1.0,0.1737891737891738,Cytotoxic T/NK
RBM19,1.7264347,0.3291786,0.08426922670896439,1.0,0.1903133903133903,Cytotoxic T/NK
IBTK,1.7259736,0.1931771,0.08435215970730112,1.0,0.31339031339031337,Cytotoxic T/NK
HCLS1,1.7254356,0.16718394,0.08444899833512672,1.0,0.4433048433048433,Cytotoxic T/NK
RAP1GAP2,1.7225342,0.1495967,0.08497278692901315,1.0,0.7116809116809116,Cytotoxic T/NK
ANKHD1,1.7224958,0.12647247,0.08497974211675399,1.0,0.8096866096866097,Cytotoxic T/NK
PARVG,1.7216504,0.27660027,0.08513287276493128,1.0,0.20455840455840457,Cytotoxic T/NK
IQGAP1,1.7206513,0.16704945,0.08531413293511862,1.0,0.6695156695156695,Cytotoxic T/NK
CLYBL,1.7200748,0.22715619,0.08541884795974138,1.0,0.2849002849002849,Cytotoxic T/NK
DCK,1.7184992,0.69242823,0.08570559923249664,1.0,0.09515669515669516,Cytotoxic T/NK
SLC25A46,1.7170197,0.34469888,0.08597557345130705,1.0,0.16296296296296298,Cytotoxic T/NK
URI1,1.716155,0.14913355,0.08613366844575535,1.0,0.558974358974359,Cytotoxic T/NK
CNOT1,1.7148869,0.13994728,0.0863659658360392,1.0,0.4700854700854701,Cytotoxic T/NK
RALGAPA2,1.7148292,0.1563164,0.08637653681927523,1.0,0.5316239316239316,Cytotoxic T/NK
TGOLN2,1.713907,0.17265256,0.08654581471411815,1.0,0.4056980056980057,Cytotoxic T/NK
AGO2,1.7138301,0.1521231,0.08655993328938345,1.0,0.3504273504273504,Cytotoxic T/NK
SLC2A3,1.7130808,0.18933721,0.08669768688991177,1.0,0.3356125356125356,Cytotoxic T/NK
MRPS31,1.7106212,0.3606397,0.08715104549385949,1.0,0.16866096866096866,Cytotoxic T/NK
R3HDM2,1.710506,0.1454866,0.08717234353498642,1.0,0.6313390313390314,Cytotoxic T/NK
MARK3,1.7099872,0.13179733,0.08726823670727328,1.0,0.6410256410256411,Cytotoxic T/NK
GLE1,1.7093147,0.43371126,0.08739266934650809,1.0,0.1207977207977208,Cytotoxic T/NK
SUPT3H,1.7093147,0.148316,0.08739266934650809,1.0,0.5424501424501424,Cytotoxic T/NK
ATP6V1G1,1.7083348,0.292313,0.08757424172204623,1.0,0.19373219373219372,Cytotoxic T/NK
SLC30A9,1.7074702,0.16638954,0.08773470526783356,1.0,0.35555555555555557,Cytotoxic T/NK
USP16,1.7048954,0.15520269,0.0882139350290963,1.0,0.38461538461538464,Cytotoxic T/NK
LINC01473,1.7034159,0.20776676,0.08849026674226314,1.0,0.2934472934472934,Cytotoxic T/NK
TAF7,1.7027434,0.27180707,0.08861610250803026,1.0,0.20683760683760682,Cytotoxic T/NK
NOTCH2,1.7024744,0.23048979,0.08866647717795925,1.0,0.2455840455840456,Cytotoxic T/NK
SP140L,1.7017058,0.1652172,0.08881053197960366,1.0,0.4113960113960114,Cytotoxic T/NK
S100A6,1.6979975,0.18075158,0.08950824868476993,1.0,0.33903133903133903,Cytotoxic T/NK
STK24,1.6975747,0.1540373,0.08958806064293742,1.0,0.449002849002849,Cytotoxic T/NK
UBC,1.6966332,0.18941528,0.08976602959216376,1.0,0.3737891737891738,Cytotoxic T/NK
NME7,1.6963066,0.2772075,0.08982784038366264,1.0,0.20968660968660968,Cytotoxic T/NK
VAMP8,1.6963066,0.4149964,0.08982784038366264,1.0,0.1321937321937322,Cytotoxic T/NK
PRMT3,1.6944236,0.16513184,0.09018482977709182,1.0,0.28774928774928776,Cytotoxic T/NK
CD48,1.6940969,0.20107299,0.09024687255703288,1.0,0.2792022792022792,Cytotoxic T/NK
CORO7,1.6939816,0.16048689,0.09026877820744497,1.0,0.3282051282051282,Cytotoxic T/NK
TRIM44,1.6934052,0.1884245,0.09037837064703887,1.0,0.3492877492877493,Cytotoxic T/NK
TANGO6,1.6905422,0.18118265,0.0909242669709016,1.0,0.36695156695156694,Cytotoxic T/NK
ACYP2,1.6904653,0.15176103,0.09093895837328986,1.0,0.4472934472934473,Cytotoxic T/NK
ARF4,1.6894854,0.3506059,0.09112644113680607,1.0,0.15783475783475784,Cytotoxic T/NK
SENP6,1.6894662,0.14214571,0.09113012037364815,1.0,0.7532763532763532,Cytotoxic T/NK
SELPLG,1.6894277,0.24177624,0.09113747920564805,1.0,0.2227920227920228,Cytotoxic T/NK
MCL1,1.6885439,0.1627502,0.09130686424725164,1.0,0.40341880341880343,Cytotoxic T/NK
ZNF720,1.6875448,0.28518996,0.09149864763816055,1.0,0.20968660968660968,Cytotoxic T/NK
TTBK2,1.6868722,0.18042065,0.09162791481847879,1.0,0.2672364672364672,Cytotoxic T/NK
TMEM245,1.6868147,0.15953964,0.091639001688305,1.0,0.4393162393162393,Cytotoxic T/NK
PRPF40A,1.6845665,0.14442343,0.09207223117576273,1.0,0.6102564102564103,Cytotoxic T/NK
ELP3,1.6845473,0.17171128,0.09207594107086146,1.0,0.3037037037037037,Cytotoxic T/NK
ECHDC2,1.6845089,0.28005615,0.09208336122130838,1.0,0.21025641025641026,Cytotoxic T/NK
HSPB11,1.6837211,0.29062557,0.09223558019133166,1.0,0.18233618233618235,Cytotoxic T/NK
ITCH,1.6829141,0.15074998,0.0923917213127757,1.0,0.7464387464387464,Cytotoxic T/NK
LYPLA1,1.6825106,0.20593268,0.09246987143782266,1.0,0.2660968660968661,Cytotoxic T/NK
NUBPL,1.6823184,0.22791022,0.09250710443576453,1.0,0.2740740740740741,Cytotoxic T/NK
NR3C2,1.6820879,0.18703307,0.09255179992291983,1.0,0.4256410256410256,Cytotoxic T/NK
TMCC1,1.6820687,0.15603456,0.09255552532941846,1.0,0.4113960113960114,Cytotoxic T/NK
RPN2,1.6817036,0.20928441,0.09262633093308749,1.0,0.30427350427350425,Cytotoxic T/NK
