gene,score,logfoldchange,pval,pval_adj,pct_nz_group,subtype
TMEM91,0.4030634,0.38261577,0.6869016025944218,1.0,0.051470588235294115,Treg-like/activated CD4 T cell
SAP30L-AS1,0.4029741,0.10165932,0.6869672754194038,1.0,0.10049019607843138,Treg-like/activated CD4 T cell
BRPF3,0.4027509,0.11566568,0.6871314678171804,1.0,0.05024509803921569,Treg-like/activated CD4 T cell
LRRC8C,0.40266165,0.104245804,0.6871971489092686,1.0,0.7843137254901961,Treg-like/activated CD4 T cell
AP001610.2,0.40266165,1.3711458,0.6871971489092686,1.0,0.015931372549019607,Treg-like/activated CD4 T cell
SRD5A1,0.4024831,0.8753105,0.6873285181761376,1.0,0.025735294117647058,Treg-like/activated CD4 T cell
SNAP23,0.40230456,0.120806344,0.687459896883672,1.0,0.11764705882352941,Treg-like/activated CD4 T cell
NAA15,0.40230456,0.052338883,0.687459896883672,1.0,0.4497549019607843,Treg-like/activated CD4 T cell
CDK11B,0.402126,0.03985383,0.6875912850283624,1.0,0.20955882352941177,Treg-like/activated CD4 T cell
AC159540.2,0.40208137,0.5196242,0.6876241335386792,1.0,0.02696078431372549,Treg-like/activated CD4 T cell
ZNF793,0.40203676,0.38007724,0.6876569826385438,1.0,0.04779411764705882,Treg-like/activated CD4 T cell
AC008083.2,0.4019921,0.484371,0.6876898323279015,1.0,0.02696078431372549,Treg-like/activated CD4 T cell
C7orf31,0.40194747,0.23931958,0.6877226826066976,1.0,0.04779411764705882,Treg-like/activated CD4 T cell
CDADC1,0.40181357,0.051105205,0.6878212369791659,1.0,0.11397058823529412,Treg-like/activated CD4 T cell
LINC01644,0.40163502,1.052279,0.687952651057929,1.0,0.020833333333333332,Treg-like/activated CD4 T cell
PRDX2,0.40127793,0.1491406,0.6882155074838986,1.0,0.09313725490196079,Treg-like/activated CD4 T cell
ENOSF1,0.40078694,0.05882747,0.6885769965683642,1.0,0.22058823529411764,Treg-like/activated CD4 T cell
TOMM5,0.4007423,0.23683394,0.6886098627412381,1.0,0.06862745098039216,Treg-like/activated CD4 T cell
PYURF,0.40069768,0.26898062,0.6886427295020126,1.0,0.049019607843137254,Treg-like/activated CD4 T cell
AL390066.1,0.40065303,0.99338955,0.6886755968506324,1.0,0.020833333333333332,Treg-like/activated CD4 T cell
AC023790.2,0.40065303,0.99345267,0.6886755968506324,1.0,0.020833333333333332,Treg-like/activated CD4 T cell
ETFRF1,0.40056375,0.22227666,0.6887413333111886,1.0,0.05392156862745098,Treg-like/activated CD4 T cell
CHN1,0.4003406,0.19202271,0.6889056847460269,1.0,0.0784313725490196,Treg-like/activated CD4 T cell
LINC02646,0.40029594,0.9565035,0.6889385567954314,1.0,0.020833333333333332,Treg-like/activated CD4 T cell
PDIA6,0.4002513,0.10612395,0.6889714294321866,1.0,0.13725490196078433,Treg-like/activated CD4 T cell
AL591043.2,0.40016204,0.78873235,0.6890371764675287,1.0,0.025735294117647058,Treg-like/activated CD4 T cell
RC3H1,0.39971566,0.04645964,0.6893659468665729,1.0,0.5147058823529411,Treg-like/activated CD4 T cell
ZNF514,0.3996264,0.29439965,0.6894317079877672,1.0,0.0428921568627451,Treg-like/activated CD4 T cell
YIPF5,0.3991354,0.12166736,0.6897934360790812,1.0,0.10784313725490197,Treg-like/activated CD4 T cell
XRCC3,0.39877832,0.6239869,0.6900565555886498,1.0,0.030637254901960783,Treg-like/activated CD4 T cell
TTC22,0.39864442,0.5939437,0.6901552350666522,1.0,0.030637254901960783,Treg-like/activated CD4 T cell
GTF3C6,0.39859977,0.24748716,0.6901881293966867,1.0,0.0625,Treg-like/activated CD4 T cell
WDR36,0.3985105,0.1094177,0.6902539198124752,1.0,0.1715686274509804,Treg-like/activated CD4 T cell
DNAJC16,0.39815342,0.10919888,0.6905171048771375,1.0,0.11029411764705882,Treg-like/activated CD4 T cell
WDR74,0.39770705,0.12765518,0.6908461388282683,1.0,0.1213235294117647,Treg-like/activated CD4 T cell
ZNF808,0.3976178,0.017443508,0.6909119526301211,1.0,0.07598039215686274,Treg-like/activated CD4 T cell
AGAP2,0.39743924,0.2828068,0.6910435872419214,1.0,0.056372549019607844,Treg-like/activated CD4 T cell
GTF2A1,0.3971714,0.024588065,0.6912410566732334,1.0,0.16544117647058823,Treg-like/activated CD4 T cell
SOCS2,0.3971268,0.7136425,0.6912739702876647,1.0,0.025735294117647058,Treg-like/activated CD4 T cell
PGLS,0.39672506,0.16632809,0.6915702190655963,1.0,0.09681372549019608,Treg-like/activated CD4 T cell
CAPN15,0.39672506,0.25912896,0.6915702190655963,1.0,0.058823529411764705,Treg-like/activated CD4 T cell
SLC25A6,0.3966358,0.024673348,0.6916360585411179,1.0,0.25980392156862747,Treg-like/activated CD4 T cell
ITPRIP,0.3966358,0.06989961,0.6916360585411179,1.0,0.10784313725490197,Treg-like/activated CD4 T cell
PACC1,0.39659116,0.115968496,0.6916689791531505,1.0,0.05514705882352941,Treg-like/activated CD4 T cell
MSRA,0.39645725,0.03118733,0.6917677444856728,1.0,0.13725490196078433,Treg-like/activated CD4 T cell
MRPL48,0.39618942,0.10903353,0.6919652908796516,1.0,0.0784313725490196,Treg-like/activated CD4 T cell
VAMP1,0.39618942,0.23442769,0.6919652908796516,1.0,0.058823529411764705,Treg-like/activated CD4 T cell
FAM177B,0.39610016,2.016644,0.6920311443364475,1.0,0.014705882352941176,Treg-like/activated CD4 T cell
MAN1B1,0.39587697,0.18487632,0.6921957881653749,1.0,0.07965686274509803,Treg-like/activated CD4 T cell
BOD1L1,0.39574307,0.05385505,0.692294581445847,1.0,0.41911764705882354,Treg-like/activated CD4 T cell
FAM86C1,0.39556453,1.9485022,0.6924263139636797,1.0,0.014705882352941176,Treg-like/activated CD4 T cell
AC022150.4,0.39538598,1.9205005,0.6925580557855453,1.0,0.014705882352941176,Treg-like/activated CD4 T cell
KIAA0825,0.39538598,0.15255436,0.6925580557855453,1.0,0.10416666666666667,Treg-like/activated CD4 T cell
AC008764.7,0.39520743,1.2810396,0.692689806907901,1.0,0.0196078431372549,Treg-like/activated CD4 T cell
WDR59,0.39520743,0.06251059,0.692689806907901,1.0,0.17769607843137256,Treg-like/activated CD4 T cell
ABCB8,0.3950289,0.31250077,0.6928215673272031,1.0,0.051470588235294115,Treg-like/activated CD4 T cell
PPP5C,0.3947611,0.19515468,0.6930192253801772,1.0,0.05269607843137255,Treg-like/activated CD4 T cell
VAMP5,0.3946718,0.19496836,0.693085116042468,1.0,0.06372549019607843,Treg-like/activated CD4 T cell
ABHD15,0.3946718,1.308206,0.693085116042468,1.0,0.0196078431372549,Treg-like/activated CD4 T cell
EMC1-AS1,0.39462715,0.14564916,0.6931180622442326,1.0,0.09558823529411764,Treg-like/activated CD4 T cell
DOCK5,0.39458254,0.8000956,0.6931510090263363,1.0,0.029411764705882353,Treg-like/activated CD4 T cell
ABCA2,0.3945379,0.36023,0.6931839563887235,1.0,0.04534313725490196,Treg-like/activated CD4 T cell
PXMP2,0.39449325,1.1985035,0.693216904331339,1.0,0.0196078431372549,Treg-like/activated CD4 T cell
CD52,0.3944486,0.037604284,0.6932498528541271,1.0,0.5134803921568627,Treg-like/activated CD4 T cell
FOXJ2,0.39422545,0.50487417,0.6934146041687179,1.0,0.0392156862745098,Treg-like/activated CD4 T cell
DPEP2,0.3938237,0.054628428,0.6937111930602474,1.0,0.10784313725490197,Treg-like/activated CD4 T cell
TMEM161A,0.39360052,0.74723333,0.6938759849461726,1.0,0.029411764705882353,Treg-like/activated CD4 T cell
PHACTR4,0.39342198,0.036307562,0.6940078288783882,1.0,0.2818627450980392,Treg-like/activated CD4 T cell
COMT,0.39284173,0.18816611,0.6944363856016655,1.0,0.06740196078431372,Treg-like/activated CD4 T cell
AC012291.3,0.39284173,0.42057285,0.6944363856016655,1.0,0.03553921568627451,Treg-like/activated CD4 T cell
AC016590.1,0.39279708,0.8667401,0.6944693555518482,1.0,0.024509803921568627,Treg-like/activated CD4 T cell
ZBED4,0.39252928,0.12879731,0.6946671873903447,1.0,0.11029411764705882,Treg-like/activated CD4 T cell
CHCHD5,0.3920829,0.76915157,0.6949969533336944,1.0,0.024509803921568627,Treg-like/activated CD4 T cell
MDM1,0.39199364,0.18214087,0.6950629134502404,1.0,0.058823529411764705,Treg-like/activated CD4 T cell
MED18,0.39199364,1.0363629,0.6950629134502404,1.0,0.0196078431372549,Treg-like/activated CD4 T cell
TSHR,0.3918151,0.20327024,0.6951948406076498,1.0,0.1568627450980392,Treg-like/activated CD4 T cell
OCM,0.3918151,0.83190614,0.6951948406076498,1.0,0.024509803921568627,Treg-like/activated CD4 T cell
SNRPB2,0.39177045,0.10020417,0.6952278238392438,1.0,0.14705882352941177,Treg-like/activated CD4 T cell
SLC4A1AP,0.3915473,0.22533576,0.6953927486478826,1.0,0.07965686274509803,Treg-like/activated CD4 T cell
MLLT11,0.3915473,0.61121106,0.6953927486478826,1.0,0.03431372549019608,Treg-like/activated CD4 T cell
AC019130.1,0.39150265,0.36093512,0.6954257353393546,1.0,0.03553921568627451,Treg-like/activated CD4 T cell
KLHL21,0.391458,0.61981636,0.6954587226072781,1.0,0.03431372549019608,Treg-like/activated CD4 T cell
SEC23IP,0.39141336,0.045899317,0.6954917104515976,1.0,0.13112745098039216,Treg-like/activated CD4 T cell
TWF2,0.39136875,0.25697416,0.6955246988722577,1.0,0.056372549019607844,Treg-like/activated CD4 T cell
ACAA2,0.39136875,0.18549298,0.6955246988722577,1.0,0.05269607843137255,Treg-like/activated CD4 T cell
GINM1,0.3913241,0.009835408,0.695557687869202,1.0,0.2193627450980392,Treg-like/activated CD4 T cell
UBL7-AS1,0.39127946,0.23259503,0.6955906774423755,1.0,0.05269607843137255,Treg-like/activated CD4 T cell
SRR,0.39127946,0.72575045,0.6955906774423755,1.0,0.029411764705882353,Treg-like/activated CD4 T cell
RBMX2,0.3911009,0.31772304,0.6957226414962454,1.0,0.04044117647058824,Treg-like/activated CD4 T cell
MAST2,0.39101166,0.18361136,0.6957886269791068,1.0,0.07230392156862746,Treg-like/activated CD4 T cell
POFUT2,0.39092237,0.29143015,0.6958546147653253,1.0,0.041666666666666664,Treg-like/activated CD4 T cell
NDUFA2,0.39087775,0.14704528,0.6958876095220541,1.0,0.07475490196078431,Treg-like/activated CD4 T cell
DESI1,0.39078847,0.13559735,0.6959536007624727,1.0,0.07475490196078431,Treg-like/activated CD4 T cell
GPAT3,0.39047602,0.35472867,0.6961845882311777,1.0,0.030637254901960783,Treg-like/activated CD4 T cell
GM2A,0.39038673,0.08755463,0.6962505898281806,1.0,0.04411764705882353,Treg-like/activated CD4 T cell
POLR2K,0.39020818,0.3984637,0.6963825999224529,1.0,0.04044117647058824,Treg-like/activated CD4 T cell
DDA1,0.39020818,0.2953723,0.6963825999224529,1.0,0.04656862745098039,Treg-like/activated CD4 T cell
SH3RF2,0.39020818,0.7374297,0.6963825999224529,1.0,0.029411764705882353,Treg-like/activated CD4 T cell
TUBA4A,0.38940474,0.16906875,0.6969767591127625,1.0,0.09313725490196079,Treg-like/activated CD4 T cell
CCDC186,0.38940474,0.07131911,0.6969767591127625,1.0,0.29901960784313725,Treg-like/activated CD4 T cell
ATP5IF1,0.3893155,0.051044427,0.697042788283175,1.0,0.13112745098039216,Treg-like/activated CD4 T cell
IL20RB,0.3892262,0.28522357,0.6971088197484709,1.0,0.061274509803921566,Treg-like/activated CD4 T cell
DMPK,0.38904765,0.5392959,0.6972408895619274,1.0,0.03431372549019608,Treg-like/activated CD4 T cell
AC011933.4,0.38891375,0.20875733,0.6973399479427677,1.0,0.07598039215686274,Treg-like/activated CD4 T cell
GPANK1,0.3883335,0.2854042,0.6977692605217676,1.0,0.041666666666666664,Treg-like/activated CD4 T cell
NRGN,0.3882442,0.52131146,0.6978353172013017,1.0,0.029411764705882353,Treg-like/activated CD4 T cell
C1orf21,0.3882442,0.5525861,0.6978353172013017,1.0,0.024509803921568627,Treg-like/activated CD4 T cell
MKLN1,0.38815495,0.074725896,0.6979013761703579,1.0,0.6924019607843137,Treg-like/activated CD4 T cell
AC004865.2,0.38815495,0.6590462,0.6979013761703579,1.0,0.024509803921568627,Treg-like/activated CD4 T cell
PLP2,0.38802102,0.15880838,0.698000468915818,1.0,0.09068627450980392,Treg-like/activated CD4 T cell
IRAK2,0.38779786,0.5652484,0.6981656349328604,1.0,0.029411764705882353,Treg-like/activated CD4 T cell
FAM217A,0.38779786,0.16036032,0.6981656349328604,1.0,0.10294117647058823,Treg-like/activated CD4 T cell
TOPORS,0.38757467,0.113473475,0.69833081524544,1.0,0.11642156862745098,Treg-like/activated CD4 T cell
AL031587.2,0.38730687,2.5750306,0.6985290504808014,1.0,0.013480392156862746,Treg-like/activated CD4 T cell
GRK7,0.38712832,2.464572,0.6986612187292451,1.0,0.013480392156862746,Treg-like/activated CD4 T cell
LRRC61,0.38703904,2.3203065,0.6987273062795849,1.0,0.013480392156862746,Treg-like/activated CD4 T cell
CTNNA1,0.38694978,0.14451288,0.6987933961134063,1.0,0.08946078431372549,Treg-like/activated CD4 T cell
SMIM11B,0.3868605,2.201336,0.6988594882302614,1.0,0.013480392156862746,Treg-like/activated CD4 T cell
ZNF548,0.38681585,0.53455967,0.6988925351446866,1.0,0.03431372549019608,Treg-like/activated CD4 T cell
AL109767.1,0.38681585,0.55747193,0.6988925351446866,1.0,0.03431372549019608,Treg-like/activated CD4 T cell
LRRC28,0.3867266,0.068580285,0.6989586306852527,1.0,0.1409313725490196,Treg-like/activated CD4 T cell
DNAJB12,0.38668194,0.117408656,0.6989916793112814,1.0,0.08333333333333333,Treg-like/activated CD4 T cell
TTLL11,0.38663733,0.17297101,0.6990247285077327,1.0,0.05269607843137255,Treg-like/activated CD4 T cell
RMC1,0.3863695,0.052787572,0.6992230356621761,1.0,0.17034313725490197,Treg-like/activated CD4 T cell
A1BG,0.38628024,0.7352412,0.6992891426078316,1.0,0.028186274509803922,Treg-like/activated CD4 T cell
PUS1,0.3862356,0.22513951,0.6993221969355647,1.0,0.041666666666666664,Treg-like/activated CD4 T cell
PHF23,0.38596776,1.9210913,0.6995205348671119,1.0,0.013480392156862746,Treg-like/activated CD4 T cell
PMCH,0.3858785,1.8942089,0.6995866520677674,1.0,0.013480392156862746,Treg-like/activated CD4 T cell
SULT2B1,0.38583386,0.48485392,0.6996197115222441,1.0,0.029411764705882353,Treg-like/activated CD4 T cell
SNTB1,0.38556606,-0.023624998,0.6998180802036581,1.0,0.13970588235294118,Treg-like/activated CD4 T cell
DYNLL2,0.38543215,0.23942915,0.699917272226912,1.0,0.08333333333333333,Treg-like/activated CD4 T cell
SLC3A1,0.38520896,0.14441164,0.7000826036419849,1.0,0.0625,Treg-like/activated CD4 T cell
RGS18,0.38520896,1.302766,0.7000826036419849,1.0,0.01838235294117647,Treg-like/activated CD4 T cell
LRRC25,0.38476261,1.2336096,0.7004133091080702,1.0,0.01838235294117647,Treg-like/activated CD4 T cell
IQCH-AS1,0.38476261,0.43081498,0.7004133091080702,1.0,0.04779411764705882,Treg-like/activated CD4 T cell
PKP4,0.38476261,0.044211056,0.7004133091080702,1.0,0.2193627450980392,Treg-like/activated CD4 T cell
UBXN1,0.38476261,0.124223515,0.7004133091080702,1.0,0.12745098039215685,Treg-like/activated CD4 T cell
TMEM117,0.38458407,0.069648534,0.7005456072019693,1.0,0.23284313725490197,Treg-like/activated CD4 T cell
TRPV2,0.38453943,0.1255443,0.7005786831450516,1.0,0.08946078431372549,Treg-like/activated CD4 T cell
CTNND1,0.38440552,0.025878157,0.7006779143804588,1.0,0.09313725490196079,Treg-like/activated CD4 T cell
LINC02362,0.38422698,0.35377628,0.7008102306399444,1.0,0.05759803921568627,Treg-like/activated CD4 T cell
GABPA,0.38418233,0.06597134,0.7008433111233003,1.0,0.17401960784313725,Treg-like/activated CD4 T cell
EVI2A,0.38391453,0.058015116,0.7010418059343784,1.0,0.13480392156862744,Treg-like/activated CD4 T cell
AL049840.4,0.38382524,0.42478278,0.701107975407558,1.0,0.03431372549019608,Treg-like/activated CD4 T cell
ZNF335,0.38373598,0.0068870136,0.7011741471480648,1.0,0.22794117647058823,Treg-like/activated CD4 T cell
RRAGA,0.38360205,0.4658704,0.7012734090090804,1.0,0.03431372549019608,Treg-like/activated CD4 T cell
GPS2,0.3834235,0.07679846,0.7014057660885495,1.0,0.1017156862745098,Treg-like/activated CD4 T cell
TRG-AS1,0.38333425,0.05240924,0.7014719480264642,1.0,0.13848039215686275,Treg-like/activated CD4 T cell
LINC01303,0.3831557,0.37824854,0.701604318696404,1.0,0.049019607843137254,Treg-like/activated CD4 T cell
LSM2,0.38306645,0.4401343,0.7016705074275293,1.0,0.0392156862745098,Treg-like/activated CD4 T cell
TMEM87B,0.3829325,0.001197505,0.7017697947681454,1.0,0.24387254901960784,Treg-like/activated CD4 T cell
HAUS1,0.38270935,0.3883675,0.7019352849825632,1.0,0.05269607843137255,Treg-like/activated CD4 T cell
SAMD12,0.38235226,-0.0101659605,0.7022000987248387,1.0,0.2107843137254902,Treg-like/activated CD4 T cell
AL365203.2,0.38235226,0.31762573,0.7022000987248387,1.0,0.049019607843137254,Treg-like/activated CD4 T cell
ZMYM1,0.38221836,0.34048444,0.7022994132018323,1.0,0.058823529411764705,Treg-like/activated CD4 T cell
ZNF701,0.38217372,0.2319338,0.7023325191571845,1.0,0.051470588235294115,Treg-like/activated CD4 T cell
PPP2R2D,0.38217372,0.047066987,0.7023325191571845,1.0,0.28921568627450983,Treg-like/activated CD4 T cell
MICOS10,0.38199517,0.0132822655,0.7024649486255301,1.0,0.11151960784313726,Treg-like/activated CD4 T cell
AC004112.1,0.38195053,0.8099093,0.7024980574040689,1.0,0.023284313725490197,Treg-like/activated CD4 T cell
AC131934.1,0.38159344,0.81366897,0.7027629479485058,1.0,0.023284313725490197,Treg-like/activated CD4 T cell
STAC,0.38145953,0.8371792,0.7028622912105078,1.0,0.01838235294117647,Treg-like/activated CD4 T cell
MRPL4,0.38110244,0.161396,0.7031272313810392,1.0,0.051470588235294115,Treg-like/activated CD4 T cell
PTPN9,0.38101318,0.07917886,0.7031934720587723,1.0,0.13480392156862744,Treg-like/activated CD4 T cell
DHPS,0.38096854,0.20451574,0.7032265932425936,1.0,0.061274509803921566,Treg-like/activated CD4 T cell
YIPF6,0.3809239,0.09975854,0.703259714989643,1.0,0.11397058823529412,Treg-like/activated CD4 T cell
LRIF1,0.38083464,0.32480147,0.7033259601732003,1.0,0.049019607843137254,Treg-like/activated CD4 T cell
ZNF143,0.3804329,0.016530039,0.7036240913640983,1.0,0.18627450980392157,Treg-like/activated CD4 T cell
AGFG2,0.38034365,0.254774,0.7036903489293611,1.0,0.07965686274509803,Treg-like/activated CD4 T cell
TMEM19,0.3801651,0.2559068,0.7038228708086902,1.0,0.04534313725490196,Treg-like/activated CD4 T cell
FBXL3,0.3801651,0.037456427,0.7038228708086902,1.0,0.3639705882352941,Treg-like/activated CD4 T cell
CYFIP1,0.379808,0.5145295,0.7040879415499127,1.0,0.03308823529411765,Treg-like/activated CD4 T cell
IREB2,0.37971872,0.0390342,0.70415421485395,1.0,0.45588235294117646,Treg-like/activated CD4 T cell
METTL2A,0.37971872,0.5426427,0.70415421485395,1.0,0.03308823529411765,Treg-like/activated CD4 T cell
TMEM236,0.37949556,0.9768943,0.7043199079418805,1.0,0.02696078431372549,Treg-like/activated CD4 T cell
PSMB6,0.37936163,0.16200043,0.7044193305314665,1.0,0.07107843137254902,Treg-like/activated CD4 T cell
C9orf153,0.37931702,0.5590713,0.7044524725171275,1.0,0.023284313725490197,Treg-like/activated CD4 T cell
KNOP1,0.37909383,0.22371903,0.7046181908613794,1.0,0.06004901960784314,Treg-like/activated CD4 T cell
RGS10,0.37891528,0.05132948,0.7047507756325255,1.0,0.13357843137254902,Treg-like/activated CD4 T cell
VKORC1,0.37878138,0.5937982,0.7048502200976943,1.0,0.028186274509803922,Treg-like/activated CD4 T cell
ACAD10,0.37873673,0.2720725,0.7048833693737457,1.0,0.06985294117647059,Treg-like/activated CD4 T cell
MRPL17,0.37860283,0.6147373,0.7049828205640942,1.0,0.028186274509803922,Treg-like/activated CD4 T cell
KIAA0232,0.3785582,0.050566304,0.7050159720814199,1.0,0.25980392156862747,Treg-like/activated CD4 T cell
MAGI3,0.3785582,0.22009736,0.7050159720814199,1.0,0.0784313725490196,Treg-like/activated CD4 T cell
ZNF526,0.37837964,0.60990804,0.7051485837519269,1.0,0.023284313725490197,Treg-like/activated CD4 T cell
MT-ND4L,0.37837964,0.042791564,0.7051485837519269,1.0,0.8382352941176471,Treg-like/activated CD4 T cell
RRP1,0.37829039,0.65390605,0.7052148929471109,1.0,0.023284313725490197,Treg-like/activated CD4 T cell
TNFAIP8L1,0.37824574,0.3407495,0.7052480483844874,1.0,0.049019607843137254,Treg-like/activated CD4 T cell
LINC00886,0.3782011,0.38371128,0.7052812043816448,1.0,0.05269607843137255,Treg-like/activated CD4 T cell
SPAG6,0.3782011,0.46876243,0.7052812043816448,1.0,0.03308823529411765,Treg-like/activated CD4 T cell
MRPL40,0.37815648,0.5925284,0.7053143609385265,1.0,0.028186274509803922,Treg-like/activated CD4 T cell
DDR2,0.37797794,2.5499833,0.7054469927621636,1.0,0.012254901960784314,Treg-like/activated CD4 T cell
ZNF598,0.37797794,0.56594896,0.7054469927621636,1.0,0.028186274509803922,Treg-like/activated CD4 T cell
NR1D2,0.377844,0.036229532,0.7055464725042222,1.0,0.41299019607843135,Treg-like/activated CD4 T cell
CHERP,0.377844,0.13178557,0.7055464725042222,1.0,0.05759803921568627,Treg-like/activated CD4 T cell
UQCRC2,0.3777101,0.018163355,0.7056459572797221,1.0,0.25,Treg-like/activated CD4 T cell
RPS7,0.37766546,0.050218757,0.7056791199898336,1.0,0.49387254901960786,Treg-like/activated CD4 T cell
TXN2,0.3775762,0.18637212,0.7057454470871343,1.0,0.05514705882352941,Treg-like/activated CD4 T cell
ZBTB4,0.3775762,0.13194908,0.7057454470871343,1.0,0.12009803921568628,Treg-like/activated CD4 T cell
ZNF493,0.3774869,0.111579545,0.7058117764201606,1.0,0.12867647058823528,Treg-like/activated CD4 T cell
SH3D19,0.3774423,0.1507611,0.7058449419249291,1.0,0.1053921568627451,Treg-like/activated CD4 T cell
CXorf65,0.3774423,0.51694036,0.7058449419249291,1.0,0.028186274509803922,Treg-like/activated CD4 T cell
ZBTB2,0.37739766,0.07683959,0.7058781079884592,1.0,0.1323529411764706,Treg-like/activated CD4 T cell
KDELR1,0.37726375,0.23136988,0.7059776095310512,1.0,0.05514705882352941,Treg-like/activated CD4 T cell
AL049780.1,0.37681738,1.0160563,0.7063093176358519,1.0,0.022058823529411766,Treg-like/activated CD4 T cell
PGM1,0.37677276,0.14255513,0.7063424915160904,1.0,0.0857843137254902,Treg-like/activated CD4 T cell
CADM1,0.37672812,0.12637444,0.7063756659542402,1.0,0.08333333333333333,Treg-like/activated CD4 T cell
LMF1,0.37637103,0.033703122,0.7066410815374307,1.0,0.17401960784313725,Treg-like/activated CD4 T cell
SRP14,0.37637103,0.06536829,0.7066410815374307,1.0,0.2549019607843137,Treg-like/activated CD4 T cell
HIGD1A,0.37628177,0.94895375,0.7067074410083687,1.0,0.022058823529411766,Treg-like/activated CD4 T cell
UBA6,0.37623712,0.051091786,0.7067406215797967,1.0,0.4534313725490196,Treg-like/activated CD4 T cell
PDGFD,0.37619248,1.0540555,0.7067738027084548,1.0,0.022058823529411766,Treg-like/activated CD4 T cell
MRPL54,0.37610322,0.16305387,0.7068401666372353,1.0,0.0661764705882353,Treg-like/activated CD4 T cell
EFCAB8,0.37574613,0.9159817,0.7071056446302174,1.0,0.022058823529411766,Treg-like/activated CD4 T cell
TICAM1,0.37565684,0.83131045,0.7071720196956572,1.0,0.02696078431372549,Treg-like/activated CD4 T cell
HMGCS1,0.37561223,0.04848429,0.7072052080631439,1.0,0.12009803921568628,Treg-like/activated CD4 T cell
ATAD3B,0.37561223,0.43518084,0.7072052080631439,1.0,0.03308823529411765,Treg-like/activated CD4 T cell
RIN2,0.3754783,1.1917068,0.7073047765039899,1.0,0.01715686274509804,Treg-like/activated CD4 T cell
AC012363.1,0.37538904,1.0205069,0.7073711582459741,1.0,0.022058823529411766,Treg-like/activated CD4 T cell
DDIT3,0.3751212,0.4302199,0.7075703168177438,1.0,0.03799019607843137,Treg-like/activated CD4 T cell
ZNF846,0.37503195,0.28756392,0.7076367074554244,1.0,0.04411764705882353,Treg-like/activated CD4 T cell
LRTOMT,0.37494266,1.1560732,0.7077031003158925,1.0,0.01715686274509804,Treg-like/activated CD4 T cell
HIP1,0.3748534,0.18427353,0.7077694953986933,1.0,0.07598039215686274,Treg-like/activated CD4 T cell
EXOSC3,0.3747195,0.06927319,0.7078690921887739,1.0,0.125,Treg-like/activated CD4 T cell
WDPCP,0.3747195,0.028849492,0.7078690921887739,1.0,0.35294117647058826,Treg-like/activated CD4 T cell
THEM4,0.37454095,0.04663775,0.7080018956828015,1.0,0.27205882352941174,Treg-like/activated CD4 T cell
VCPIP1,0.37404996,0.032147158,0.7083671510738263,1.0,0.22794117647058823,Treg-like/activated CD4 T cell
SH3BP5L,0.37360358,0.98471236,0.7086992596480933,1.0,0.01715686274509804,Treg-like/activated CD4 T cell
RPP21,0.37360358,0.25254437,0.7086992596480933,1.0,0.04411764705882353,Treg-like/activated CD4 T cell
FAM71F2,0.37360358,0.8445906,0.7086992596480933,1.0,0.022058823529411766,Treg-like/activated CD4 T cell
AP002495.1,0.3723984,0.105633214,0.709596229298696,1.0,0.17034313725490197,Treg-like/activated CD4 T cell
P4HA1,0.3722199,0.0627049,0.7097291479634312,1.0,0.1568627450980392,Treg-like/activated CD4 T cell
ZFY,0.37208596,0.0949784,0.7098288427593366,1.0,0.13725490196078433,Treg-like/activated CD4 T cell
METTL23,0.37195206,0.14255841,0.7099285425226911,1.0,0.09681372549019608,Treg-like/activated CD4 T cell
AL137003.2,0.3719074,0.6308966,0.7099617768807542,1.0,0.02696078431372549,Treg-like/activated CD4 T cell
NUP210,0.37181816,0.08048529,0.7100282472519548,1.0,0.3014705882352941,Treg-like/activated CD4 T cell
REC8,0.37155035,0.36276108,0.7102276716020461,1.0,0.03799019607843137,Treg-like/activated CD4 T cell
SNAPIN,0.37146106,0.75484574,0.7102941507960512,1.0,0.022058823529411766,Treg-like/activated CD4 T cell
POLR2L,0.37119326,0.10143492,0.7104936016035965,1.0,0.07352941176470588,Treg-like/activated CD4 T cell
RUVBL1,0.37110397,0.14391783,0.710560089613099,1.0,0.0784313725490196,Treg-like/activated CD4 T cell
CTBP2,0.37110397,0.45427498,0.710560089613099,1.0,0.03676470588235294,Treg-like/activated CD4 T cell
ZNF250,0.37097007,0.28648838,0.710659825757333,1.0,0.05269607843137255,Treg-like/activated CD4 T cell
TERF2IP,0.37088078,0.047498856,0.7107263192728095,1.0,0.4583333333333333,Treg-like/activated CD4 T cell
SGCE,0.37083617,0.083932586,0.7107595668561724,1.0,0.0821078431372549,Treg-like/activated CD4 T cell
PRKD3,0.37079152,0.0024470766,0.7107928149898757,1.0,0.11029411764705882,Treg-like/activated CD4 T cell
GALNS,0.37061298,0.44291446,0.7109258130269493,1.0,0.041666666666666664,Treg-like/activated CD4 T cell
MFSD10,0.37056834,0.22927196,0.7109590639114973,1.0,0.05392156862745098,Treg-like/activated CD4 T cell
STAM,0.37052372,0.09156945,0.7109923153460427,1.0,0.8541666666666666,Treg-like/activated CD4 T cell
INTS9,0.37043443,0.074216165,0.7110588198648973,1.0,0.1213235294117647,Treg-like/activated CD4 T cell
AC097634.3,0.3703898,0.24539226,0.7110920729490922,1.0,0.05392156862745098,Treg-like/activated CD4 T cell
